"conversation_id","created_at","favorite_count","full_text","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","id","media/0/media_url","media/0/type","media/1/media_url","media/1/type","media/2/media_url","media/2/type","media/3/media_url","media/3/type","reply_count","retweet_count","startUrl","url","urls/0/display_url","urls/0/expanded_url","urls/0/url","urls/1/display_url","urls/1/expanded_url","urls/1/url","user/advertiser_account_type","user/blocked_by","user/blocking","user/business_profile_state","user/can_dm","user/contributors_enabled","user/created_at","user/default_profile_image","user/description","user/ext_has_nft_avatar","user/ext_is_blue_verified","user/ext_verified_type","user/fast_followers_count","user/favourites_count","user/follow_request_sent","user/followed_by","user/followers_count","user/following","user/friends_count","user/geo_enabled","user/has_custom_timelines","user/id","user/id_str","user/is_translation_enabled","user/is_translator","user/lang","user/listed_count","user/location","user/media_count","user/muting","user/name","user/normal_followers_count","user/notifications","user/profile_background_color","user/profile_background_image_url","user/profile_background_image_url_https","user/profile_background_tile","user/profile_banner_extensions_sensitive_media_warning","user/profile_banner_url","user/profile_image_extensions_sensitive_media_warning","user/profile_image_url","user/profile_image_url_https","user/profile_sidebar_border_color","user/profile_sidebar_fill_color","user/profile_text_color","user/profile_use_background_image","user/protected","user/require_some_consent","user/screen_name","user/statuses_count","user/time_zone","user/translator_type","user/url","user/utc_offset","user/verified","user/want_retweets","user_mentions/0/id_str","user_mentions/0/name","user_mentions/0/screen_name","user_mentions/1/id_str","user_mentions/1/name","user_mentions/1/screen_name","user_mentions/2/id_str","user_mentions/2/name","user_mentions/2/screen_name","user_mentions/3/id_str","user_mentions/3/name","user_mentions/3/screen_name","user_mentions/4/id_str","user_mentions/4/name","user_mentions/4/screen_name","user_mentions/5/id_str","user_mentions/5/name","user_mentions/5/screen_name","user_mentions/6/id_str","user_mentions/6/name","user_mentions/6/screen_name","user_mentions/7/id_str","user_mentions/7/name","user_mentions/7/screen_name","user_mentions/8/id_str","user_mentions/8/name","user_mentions/8/screen_name","user_mentions/9/id_str","user_mentions/9/name","user_mentions/9/screen_name","view_count"
"1627154988270260224","2023-02-19T03:55:54.000Z","1","ஈரோட்டில் இன்று மாலை அண்ணாமலை, கமல்ஹாசன், பிரேமலதா விஜயகாந்த் பிரசாரம்

https://t.co/555F3j5uIp

#Annamalai #Kamalhaasan #Premalathavijayakanth #BJP #MNM #DMDK #Erode #ErodeEast #ErodeEastByPolls #ErodeByElection #MMNews #Maalaimalar","Annamalai","Kamalhaasan","Premalathavijayakanth","BJP","MNM","DMDK","Erode","ErodeEast","ErodeEastByPolls","ErodeByElection","MMNews","Maalaimalar",,,,,,,,,,,,"1627154988270260224",,,,,,,,,"1","0","https://twitter.com/search?q=%23ErodeEastByPolls&src=typed_query&f=live","https://twitter.com/maalaimalar/status/1627154988270260224","maalaimalar.com/news/district/…","https://www.maalaimalar.com/news/district/tamil-news-erode-east-by-poll-political-leaders-election-campaign-574117","https://t.co/555F3j5uIp",,,,"promotable_user",,,"none",,"false","2010-04-01T16:54:35.000Z","false","https://t.co/UMEq5OMeSF from the house of Malar Publications Pvt Ltd. which delivers local and international news 24/7 in Tamil language","false","false",,"0","242",,,"356755",,"603","true","true","128609455","128609455","false","false",,"670","","77252",,"Maalai Malar தமிழ்","356755",,"89C9FA","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,"https://pbs.twimg.com/profile_banners/128609455/1676733052",,"http://pbs.twimg.com/profile_images/1595717463349596166/5GZcmJwd_normal.jpg","https://pbs.twimg.com/profile_images/1595717463349596166/5GZcmJwd_normal.jpg","000000","000000","000000","true","false","false","maalaimalar","317186",,"none","https://t.co/8WKaSzIDBs",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84"
"1627146852931088385","2023-02-19T03:23:35.000Z","6","ஓட்டுக்கு பணம் கேட்டு கண்ணீர் மல்க பேசிய மூதாட்டி

#ErodeByElection | #Money | #erodeeastbypolls 

https://t.co/JRverBoHCA","ErodeByElection","Money","erodeeastbypolls",,,,,,,,,,,,,,,,,,,,,"1627146852931088385",,,,,,,,,"0","0","https://twitter.com/search?q=%23ErodeEastByPolls&src=typed_query&f=live","https://twitter.com/ThanthiTV/status/1627146852931088385","thanthitv.com/latest-news/er…","https://www.thanthitv.com/latest-news/erodebyelection-money-campaign-168688","https://t.co/JRverBoHCA",,,,"promotable_user",,,"none",,"false","2013-01-04T08:33:45.000Z","false","Thanthi TV is a Chennai based Tamil News Channel, catering to the Tamil community around the world.","false","false",,"0","8",,,"1866246",,"9","true","true","1059896820","1059896820","false","false",,"982","Chennai","224121",,"Thanthi TV","1866246",,"131516","http://abs.twimg.com/images/themes/theme14/bg.gif","https://abs.twimg.com/images/themes/theme14/bg.gif","true",,"https://pbs.twimg.com/profile_banners/1059896820/1676773091",,"http://pbs.twimg.com/profile_images/1612022105918562305/FH3aIZpk_normal.png","https://pbs.twimg.com/profile_images/1612022105918562305/FH3aIZpk_normal.png","EEEEEE","EFEFEF","333333","true","false","false","ThanthiTV","365991",,"none","https://t.co/uEchEB4uN1",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1434"
"1626919622296629248","2023-02-19T03:16:16.000Z","1","@AcuranTivi @ansari_masthan #ErodeEastByPolls 
#ErodeEastByElection 
#ErodeEast  #erodenews
#Erode  @DMKErode  @ADMK_Erode  @erodeupdate  
பில்லை சரி பார்க்கும் பழக்கம் உண்டா?","ErodeEastByPolls","ErodeEastByElection","ErodeEast","erodenews","Erode",,,,,,,,,,,,,,,,,,,"1627145011187032064",,,,,,,,,"0","1","https://twitter.com/search?q=%23ErodeEastByPolls&src=typed_query&f=live","https://twitter.com/sitharkaatan/status/1627145011187032064",,,,,,,"promotable_user",,,"none",,"false","2015-02-15T14:35:44.000Z","true","Retd Sr.Audit Officer. CAG/ IAAD
Mayiladuthurai/Velacherry-Chennai

நல்லது செய்தல் ஆற்றீர் ஆயினும்,
அல்லது செய்தல் ஓம்புமின்
- புறம் 195","false","false",,"0","9085",,,"148",,"258","true","true","3021286740","3021286740","false","false",,"0","Chennai, India","2425",,"naganathan","148",,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,,,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","C0DEED","DDEEF6","333333","true","false","false","sitharkaatan","44526",,"none",,,"false",,"1468187404678754305","ச.ஷாஜஹான் .திருச்சி","AcuranTivi","839893988","🌹🌹 ஊர்ல ஒருத்தன் 🌹🌹","ansari_masthan","1063763951576481792","Erode DMK","DMKErode","1095522831616462848","AIADMK Erode","ADMK_Erode","1185778782902243329","E͏R͏O͏D͏E͏ U͏P͏D͏A͏T͏E͏S͏","erodeupdate",,,,,,,,,,,,,,,,"123"
"1627138211578515456","2023-02-19T02:49:15.000Z","1","#ErodeEastByPolls
#KamalHaasan 
#MakkalNeedhiMaiam https://t.co/FSpXlrDQFu","ErodeEastByPolls","KamalHaasan","MakkalNeedhiMaiam",,,,,,,,,,,,,,,,,,,,,"1627138211578515456","https://pbs.twimg.com/media/FpTBk9kaEAAxY1w.jpg","photo",,,,,,,"0","1","https://twitter.com/search?q=%23ErodeEastByPolls&src=typed_query&f=live","https://twitter.com/sudhakar110566/status/1627138211578515456",,,,,,,"promotable_user",,,"none",,"false","2016-02-12T12:55:09.000Z","false","✝️ Fear of God is the beginning of wisdom - Bible","false","false",,"0","15298",,,"582",,"126","true","true","4897352174","4897352174","false","false",,"2","Tamil Nadu, India","531",,"Tennyson sudhakar 💌","582",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/4897352174/1626624441",,"http://pbs.twimg.com/profile_images/1625418973952221185/CPmUc9IN_normal.jpg","https://pbs.twimg.com/profile_images/1625418973952221185/CPmUc9IN_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","sudhakar110566","10530",,"none",,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52"
"1627135728487657472","2023-02-19T02:39:23.000Z","0","Strong #faith makes #strong people.

#ErodeEastByPolls @DMKErode https://t.co/rfRkCJZPoS","faith","strong","ErodeEastByPolls",,,,,,,,,,,,,,,,,,,,,"1627135728487657472","https://pbs.twimg.com/media/FpS_NCiaMAAODiZ.jpg","photo","https://pbs.twimg.com/media/FpS_RHgaEAA3hJS.jpg","photo","https://pbs.twimg.com/media/FpS_TwaaUAIkGzY.jpg","photo",,,"0","0","https://twitter.com/search?q=%23ErodeEastByPolls&src=typed_query&f=live","https://twitter.com/parveen_nisa/status/1627135728487657472",,,,,,,"promotable_user",,,"none",,"false","2019-07-30T17:56:52.000Z","false","•#dravidianstock•#gypsiegirl•#ITWWomen•#ladywholove_classicmustangs•#mommyof3•#Wing2point0•🎴#ERODE4DMKalliance #வீழட்டும்_அதிமுக @DMKErode #teamPN #MKStalinERA","false","false",,"0","4738",,,"1152",,"151","true","true","1156262394902958000","1156262394902958080","false","false",,"1","Chennai | Erode | Salem","15210",,"Parveen Nisha","1152",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1156262394902958080/1664722230",,"http://pbs.twimg.com/profile_images/1624122062012039174/7vQ2CKCi_normal.jpg","https://pbs.twimg.com/profile_images/1624122062012039174/7vQ2CKCi_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","parveen_nisa","104654",,"none","https://t.co/ox86lCDUFB",,"false",,"1063763951576481792","Erode DMK","DMKErode",,,,,,,,,,,,,,,,,,,,,,,,,,,,"17"
"1627121729075318785","2023-02-19T01:43:45.000Z","3","ஈரோடு கிழக்கு தொகுதி இடைத்தேர்தல் - வாக்குப்பதிவு இயந்திரங்களில் சின்னம் பொருத்தும் பணி தொடக்கம்

#ErodeEastByPolls #Voting

https://t.co/uvnOvf7AFO","ErodeEastByPolls","Voting",,,,,,,,,,,,,,,,,,,,,,"1627121729075318785",,,,,,,,,"0","0","https://twitter.com/search?q=%23ErodeEastByPolls&src=typed_query&f=live","https://twitter.com/TamilTheHindu/status/1627121729075318785","hindutamil.in/news/tamilnadu…","https://www.hindutamil.in/news/tamilnadu/946249-erode-east-constituency-by-election-commencement-of-inking-of-voting-machines.html","https://t.co/uvnOvf7AFO",,,,"promotable_user",,,"none",,"false","2013-08-27T12:52:42.000Z","false","Facebook: https://t.co/bgznUUOg9Z
To Subscribe: https://t.co/Az4UTjD6tz
Contact us on Whatsapp: 9940699401","false","false",,"0","53",,,"1135372",,"18","true","true","1704625526","1704625526","false","false",,"736","Chennai, Tamil Nadu, India","20466",,"Tamil The Hindu","1135372",,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","false",,"https://pbs.twimg.com/profile_banners/1704625526/1669464682",,"http://pbs.twimg.com/profile_images/1585911334952058880/WdC2Xj0d_normal.jpg","https://pbs.twimg.com/profile_images/1585911334952058880/WdC2Xj0d_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","TamilTheHindu","299937",,"none","https://t.co/U0znFD0wFh",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1156"
"1627105610667003905","2023-02-19T00:39:42.000Z","0","#ErodeEastByPolls https://t.co/6BigDeJhHd","ErodeEastByPolls",,,,,,,,,,,,,,,,,,,,,,,"1627105610667003905","https://pbs.twimg.com/media/FpSj5nlaMAAPhxg.jpg","photo",,,,,,,"0","0","https://twitter.com/search?q=%23ErodeEastByPolls&src=typed_query&f=live","https://twitter.com/Vimal36387475/status/1627105610667003905",,,,,,,"promotable_user",,,"none",,"false","2017-02-11T13:31:47.000Z","false","#AdhisayaPiraviyumArpudhaPennum

https://t.co/kz17sa0PGz #yehhjaaduhaijinnka
https://t.co/MKbHg32wGQ @officialaditish","false","false",,"0","1406",,,"288",,"0","false","true","830408993507913700","830408993507913728","false","false",,"0","","1703",,"Vimal","288",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/830408993507913728/1638506480",,"http://pbs.twimg.com/profile_images/1626834269002940416/f084D7s6_normal.jpg","https://pbs.twimg.com/profile_images/1626834269002940416/f084D7s6_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","Vimal36387475","4044",,"none","https://t.co/47Zb57i3xv",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12"
"1627105385399353344","2023-02-19T00:38:48.000Z","0","#ErodeEastByPolls https://t.co/W9cjNpIZXf","ErodeEastByPolls",,,,,,,,,,,,,,,,,,,,,,,"1627105385399353344","https://pbs.twimg.com/media/FpSjsZzaQAEo7y7.jpg","photo",,,,,,,"0","0","https://twitter.com/search?q=%23ErodeEastByPolls&src=typed_query&f=live","https://twitter.com/Vimal36387475/status/1627105385399353344",,,,,,,"promotable_user",,,"none",,"false","2017-02-11T13:31:47.000Z","false","#AdhisayaPiraviyumArpudhaPennum

https://t.co/kz17sa0PGz #yehhjaaduhaijinnka
https://t.co/MKbHg32wGQ @officialaditish","false","false",,"0","1406",,,"288",,"0","false","true","830408993507913700","830408993507913728","false","false",,"0","","1703",,"Vimal","288",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/830408993507913728/1638506480",,"http://pbs.twimg.com/profile_images/1626834269002940416/f084D7s6_normal.jpg","https://pbs.twimg.com/profile_images/1626834269002940416/f084D7s6_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","Vimal36387475","4044",,"none","https://t.co/47Zb57i3xv",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9"
"1627069312040308736","2023-02-18T22:15:28.000Z","1","ஈரோடு நோக்கி பயணம் 

#ஈரோடுகிழக்கில்_நம்மவர்
#ErodeEastByPoll #ErodeByElection #ErodeEastByPolls #Erode https://t.co/UY9vP4ZGEB","ஈரோடுகிழக்கில்_நம்மவர்","ErodeEastByPoll","ErodeByElection","ErodeEastByPolls","Erode",,,,,,,,,,,,,,,,,,,"1627069312040308736","https://pbs.twimg.com/media/FpSC5KjaYAAf_Cn.jpg","photo","https://pbs.twimg.com/media/FpSC6I8acAYxHcn.jpg","photo",,,,,"0","0","https://twitter.com/search?q=%23ErodeEastByPolls&src=typed_query&f=live","https://twitter.com/ananthmary83/status/1627069312040308736",,,,,,,"none",,,"none",,"false","2022-02-02T08:18:41.000Z","false","மக்கள் நீதி மய்யம்","false","false",,"0","120",,,"26",,"144","true","false","1488788833319940000","1488788833319940096","false","false",,"0","","6",,"Anantha Krishnan","26",,"F5F8FA",,,"false",,"https://pbs.twimg.com/profile_banners/1488788833319940096/1675763936",,"http://pbs.twimg.com/profile_images/1600883742599708672/kHVQ8CnG_normal.jpg","https://pbs.twimg.com/profile_images/1600883742599708672/kHVQ8CnG_normal.jpg","C0DEED","DDEEF6","333333","true","false","false","ananthmary83","72",,"none",,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29"
"1627038402183847937","2023-02-18T20:12:38.000Z","1","பெட்டி எண் -2️⃣
வாக்களிப்பீர் எண் 2️⃣2️⃣  
🌾🌾விவசாயிக்கு
#எண்22ல்_விவசாயி 
#ErodeByElection 
#ErodeEastByPoll 
#ErodeEastByPolls 
#ErodeForNTK 
#ntk4tn 
#ntk_erodeeast https://t.co/Y6bLkt6QlK","எண்22ல்_விவசாயி","ErodeByElection","ErodeEastByPoll","ErodeEastByPolls","ErodeForNTK","ntk4tn","ntk_erodeeast",,,,,,,,,,,,,,,,,"1627038402183847937","https://pbs.twimg.com/media/FpRmzTbXoAEAIcx.jpg","photo",,,,,,,"0","2","https://twitter.com/search?q=%23ErodeEastByPolls&src=typed_query&f=live","https://twitter.com/FunGunRunMun/status/1627038402183847937",,,,,,,"promotable_user",,,"none",,"false","2012-12-14T14:14:00.000Z","false","● #Tamil💊#Tamildhesiyam
💥#BelongsToTamilanStock 
#JusticeForTamilGenocide 
#FreeTamilEelam 
#Genocide_Srilanka 
#VoiceOfTamilar","false","false",,"0","2371",,,"290",,"364","false","false","1011230918","1011230918","false","false",,"6","Tamil Eelam தமிழீழம் ","456",,"அ❤️💛Maniராஜ்","290",,"B2DFDA","http://abs.twimg.com/images/themes/theme13/bg.gif","https://abs.twimg.com/images/themes/theme13/bg.gif","false",,"https://pbs.twimg.com/profile_banners/1011230918/1674475748",,"http://pbs.twimg.com/profile_images/1624109916737732608/pfVm4RB4_normal.jpg","https://pbs.twimg.com/profile_images/1624109916737732608/pfVm4RB4_normal.jpg","EEEEEE","FFFFFF","333333","true","false","false","FunGunRunMun","5634",,"none","https://t.co/QuEP3aT970",,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56"
